HGNC_Approved_Symbol	HGNC_ID	pLI	LOEUF_gnomAD_v2.1.1	pHaplo	HI_score	Enhancer_Gnocchi	Mean_AlphaMissense_pathogenicity	Genovo_LOEUF_corrected	Curated_by_ClinGenSVI_group	Curated_from_G2P
APC	HGNC:583	NA	NA	0.968343772	3	3.174840359	0.436272957	0.132953192	TRUE	TRUE
STAMBP	HGNC:16950	5.45E-05	0.764	0.288392858	NA	3.641211992	0.441785332	0.711184741	FALSE	TRUE
PNKP	HGNC:9154	3.66E-14	1.21	0.301469942	NA	2.490367237	0.36949704	2.03081212	TRUE	TRUE
TTYH3	HGNC:22222	0.99916	0.215	0.821188038	NA	2.365023146	0.468063347	0.214198274	FALSE	FALSE
SF3B1	HGNC:10768	1	0.066	0.997513432	NA	3.892056641	0.723948444	0.020631908	FALSE	FALSE
KLHL40	HGNC:30372	3.54E-06	0.924	0.510988095	NA	5.121236667	0.417944343	0.944507737	FALSE	TRUE
ADSL	HGNC:291	NA	NA	0.779308617	30	1.045772749	NA	NA	TRUE	FALSE
CDKN2A	HGNC:1787	NA	NA	0.889228329	3	4.769367559	0.410791964	0.829464104	TRUE	TRUE
ANOS1	HGNC:6211	0.99793	0.248	NA	3	NA	0.382429695	NA	TRUE	FALSE
NPHS1	HGNC:7908	2.54E-14	0.696	0.522973711	30	3.326433514	0.307382482	0.766379583	TRUE	TRUE
ATP6V0C	HGNC:855	0.74232	0.667	0.235246581	NA	5.76824632	0.710825768	0	FALSE	TRUE
COL2A1	HGNC:2200	1	0.134	0.994179768	3	1.864669464	0.505442851	0.096060492	TRUE	TRUE
SHOX	HGNC:10853	NA	NA	NA	NA	NA	0.578174811	NA	FALSE	TRUE
CRLF1	HGNC:2364	4.00E-05	0.908	0.538103656	NA	5.522449155	0.493026296	1.017444777	FALSE	TRUE
MINK1	HGNC:17565	1	0.132	0.973512162	NA	2.474463354	0.606807543	0.172578069	FALSE	FALSE
KDM7A	HGNC:22224	0.99986	0.229	0.753813938	NA	4.050814517	0.427314847	0.160584178	FALSE	FALSE
SERPINF1	HGNC:8824	7.80E-08	1.214	0.796588946	30	2.392570384	0.356839121	1.25795645	TRUE	FALSE
PPARGC1A	HGNC:9237	0.9973	0.267	0.955420694	NA	3.092207637	0.380084451	0.115932169	FALSE	FALSE
GAA	HGNC:4065	2.82E-18	0.981	0.634247793	30	3.393843212	0.367576951	1.350562354	TRUE	TRUE
CAMSAP1	HGNC:19946	0.99985	0.239	0.97513472	NA	3.104038675	0.354752153	0.203406198	FALSE	TRUE
YIPF5	HGNC:24877	0.98529	0.234	0.811007995	NA	0.86142797	0.547228323	0	FALSE	FALSE
NHS	HGNC:7820	NA	NA	NA	3	NA	NA	NA	FALSE	TRUE
LTBP4	HGNC:6717	NA	NA	0.74180725	NA	2.213473212	0.439623886	0.333257281	TRUE	FALSE
HEPACAM	HGNC:26361	0.86791	0.409	0.652060705	NA	2.666366596	0.390759706	0.250001588	TRUE	FALSE
MED12L	HGNC:16050	NA	NA	0.987830327	NA	2.572955248	0.49186099	NA	TRUE	FALSE
ZNF750	HGNC:25843	0.86616	0.41	0.613377474	NA	5.038029977	0.272399275	0.47629265	FALSE	TRUE
IPMK	HGNC:20739	0.96258	0.33	0.705206825	NA	0.92459592	0.404663289	0.230820938	FALSE	FALSE
CA5A	HGNC:1377	NA	NA	0.527074253	30	4.843394879	NA	NA	FALSE	TRUE
ALDH7A1	HGNC:877	1.39E-22	1.24	0.727984301	NA	1.780115968	0.532301896	1.394748267	TRUE	TRUE
DLAT	HGNC:2896	2.30E-08	0.863	0.630232886	NA	3.51005068	0.445233004	0.762585187	TRUE	TRUE
WDR73	HGNC:25928	2.82E-09	1.259	0.51275755	NA	1.793212486	0.33059174	1.405971713	FALSE	TRUE
MAPKAP1	HGNC:18752	0.99991	0.153	0.975519511	NA	2.12902271	0.565309811	0.154695612	FALSE	FALSE
USB1	HGNC:25792	0.000687	0.999	0.20753456	NA	1.758112705	0.345485324	1.323490427	FALSE	TRUE
DES	HGNC:2770	0.0088282	0.596	0.82475011	NA	4.177136639	0.541573215	0.519016928	TRUE	TRUE
HLCS	HGNC:4976	NA	NA	0.771854004	30	3.609172931	0.305079181	NA	FALSE	TRUE
RAB27A	HGNC:9766	NA	NA	0.116800321	30	0.693934596	0.564398072	1.476928666	FALSE	TRUE
KIF11	HGNC:6388	1	0.121	0.972016853	3	1.991225587	0.355662047	0.055187056	TRUE	TRUE
TEAD3	HGNC:11716	0.99362	0.264	0.962659711	NA	4.455830723	0.628894074	0.184186642	FALSE	FALSE
ATAD2	HGNC:30123	0.9982	0.273	0.9840463	NA	3.710583979	0.385457952	0.255310471	FALSE	FALSE
SDHC	HGNC:10682	0.00020065	1.256	0.308627269	3	0.697405636	0.419617097	0.91717674	FALSE	TRUE
MEIOC	HGNC:26670	1	0.084	0.710426157	NA	NA	0.225815806	0.063337629	FALSE	FALSE
NR2F1	HGNC:7975	0.99482	0.191	0.994412658	3	5.116241247	0.664449654	0	FALSE	TRUE
WNK1	HGNC:14540	1	0.126	0.999406923	NA	4.63510381	0.406321286	0.096705674	FALSE	TRUE
ITCH	HGNC:13890	NA	NA	0.599141347	30	-0.048763441	NA	0.153327836	TRUE	TRUE
PORCN	HGNC:17652	0.99953	0.135	NA	3	NA	0.512558608	NA	FALSE	TRUE
CYB5R3	HGNC:2873	NA	NA	0.549882874	NA	1.981893474	0.46046573	0.813514032	FALSE	TRUE
SMAD2	HGNC:6768	NA	NA	0.98192777	0	2.493183502	0.681493594	0.086173108	TRUE	FALSE
RBM15	HGNC:14959	0.99474	0.276	0.770258102	NA	2.899520081	NA	0.276969326	FALSE	FALSE
BRD3	HGNC:1104	0.97468	0.316	0.8868528	NA	5.399623881	0.538484577	0.111417379	FALSE	FALSE
SMARCB1	HGNC:11103	NA	NA	0.98762775	3	2.275692859	NA	NA	TRUE	TRUE
TMTC3	HGNC:26899	4.63E-05	0.563	0.707986689	NA	2.386314713	NA	0.587171764	TRUE	TRUE
MAML1	HGNC:13632	0.99995	0.146	0.975079658	NA	1.930753372	0.286715229	0.061084758	FALSE	FALSE
APPBP2	HGNC:622	0.99567	0.271	0.953206919	NA	0.252309954	0.618023091	0.167431615	FALSE	FALSE
PGM1	HGNC:8905	NA	NA	0.592961659	30	3.304823756	0.566624498	1.144336156	FALSE	TRUE
MLC1	HGNC:17082	3.24E-08	1.162	0.609809603	30	5.969983237	0.442269673	1.128120536	TRUE	TRUE
NWD2	HGNC:29229	0.98388	0.299	0.84063043	NA	NA	0.449002271	0.246199034	FALSE	FALSE
LAMC3	HGNC:6494	1.37E-23	0.841	0.897452026	NA	3.139998549	0.31078848	0.880986658	TRUE	TRUE
CCT5	HGNC:1618	0.99928	0.188	0.972107364	30	3.056271372	0.617397995	0.165480293	FALSE	FALSE
SLC46A1	HGNC:30521	NA	NA	0.145779736	NA	3.15515098	NA	NA	TRUE	TRUE
NPHP4	HGNC:19104	1.74E-29	0.983	0.311417835	30	4.300327032	0.319228989	1.176580653	TRUE	TRUE
PLS3	HGNC:9091	NA	NA	NA	NA	NA	0.591611979	NA	TRUE	FALSE
CHEK2	HGNC:16627	NA	NA	0.685920048	3	1.570346032	NA	1.698253751	TRUE	TRUE
ALDH4A1	HGNC:406	1.37E-05	0.714	0.741726431	30	4.456499909	0.449434298	1.246120739	FALSE	TRUE
SRCAP	HGNC:16974	1	0.096	0.993052482	1	1.565347558	0.415600639	0.06632671	TRUE	TRUE
DNAH11	HGNC:2942	NA	NA	0.275995655	30	1.814499952	0.311844027	0.68578272	TRUE	FALSE
ERCC6L2	HGNC:26922	NA	NA	0.381801423	30	3.095379249	NA	NA	FALSE	TRUE
BMPR2	HGNC:1078	0.99998	0.191	0.974560461	3	0.724835007	0.435212167	0.138604869	TRUE	FALSE
QRICH1	HGNC:24713	0.99576	0.275	0.890464479	NA	0.426398982	0.521742085	0.137215249	TRUE	TRUE
CABP4	HGNC:1386	1.68E-10	1.541	0.053242642	30	2.707829282	0.351910284	1.424352191	TRUE	TRUE
SNX2	HGNC:11173	0.98462	0.302	0.664563148	NA	2.395934609	0.532729491	0.316234669	FALSE	FALSE
SEPTIN9	HGNC:7323	0.99579	0.252	0.873899027	NA	NA	0.466890189	0.065697173	FALSE	FALSE
PGM3	HGNC:8907	NA	NA	0.337988695	30	0.994529256	0.362594872	0.90698517	FALSE	TRUE
NMNAT2	HGNC:16789	0.98853	0.265	0.674860358	NA	2.744803474	0.6636396	0.105050004	FALSE	FALSE
PAX2	HGNC:8616	NA	NA	0.993464093	3	4.549960586	0.599319122	0.161803995	FALSE	TRUE
MTA1	HGNC:7410	1	0.111	0.834087371	NA	5.11411444	0.601175177	0.043221143	FALSE	FALSE
NCOR1	HGNC:7672	1	0.175	0.9963324	NA	1.667225746	0.486785526	0.108639436	FALSE	FALSE
EIF4A2	HGNC:3284	0.99835	0.205	0.982859181	NA	2.63762866	0.721652147	0.219945076	FALSE	FALSE
DGUOK	HGNC:2858	3.71E-07	1.192	0.284913236	30	2.055068475	0.3623325	1.320115082	TRUE	FALSE
OFD1	HGNC:2567	0.95968	0.322	NA	3	NA	0.204090122	NA	TRUE	TRUE
NFIA	HGNC:7784	NA	NA	0.997212686	3	2.663344279	0.586197493	0	TRUE	TRUE
ESAM	HGNC:17474	0.20185	0.59	0.865711668	NA	4.644058224	0.289031197	0.579045142	FALSE	TRUE
SLC18A2	HGNC:10935	NA	NA	0.923346098	NA	5.104615553	NA	NA	FALSE	TRUE
ERCC3	HGNC:3435	3.43E-11	0.786	0.200138396	30	3.503083326	0.643767214	0.814115394	FALSE	TRUE
VMP1	HGNC:29559	0.96271	0.33	0.727980375	NA	3.285502681	0.501973685	0.177821623	FALSE	FALSE
ANK2	HGNC:493	1	0.106	0.997706705	3	3.011406165	0.430663122	0.099209103	FALSE	FALSE
NR4A2	HGNC:7981	0.99959	0.133	0.984408621	3	1.835059549	0.527856914	0.119661178	TRUE	TRUE
KIF7	HGNC:30497	2.27E-22	0.926	0.512399294	30	1.060550498	0.353150401	1.08976939	TRUE	TRUE
SLITRK6	HGNC:23503	NA	NA	0.148934583	NA	1.348382301	NA	NA	FALSE	TRUE
DSG4	HGNC:21307	NA	NA	0.049364901	30	2.624840674	0.345558789	1.054922874	FALSE	TRUE
BAHD1	HGNC:29153	0.98547	0.3	0.835387515	NA	2.483262332	0.371313254	0.180957628	FALSE	FALSE
CCDC88C	HGNC:19967	3.30E-08	0.454	0.937048767	NA	3.850831519	0.332797703	0.523831803	FALSE	TRUE
MYO6	HGNC:7605	2.43E-05	0.419	0.73777837	NA	3.289765867	NA	0.361151843	TRUE	FALSE
CDHR1	HGNC:14550	NA	NA	0.625355751	30	1.11233131	NA	NA	FALSE	TRUE
CAPZA2	HGNC:1490	0.99828	0.161	0.869557765	NA	0.453324529	0.66244514	0	FALSE	FALSE
PIP5K1C	HGNC:8996	0.97704	0.313	0.641478046	30	5.219041835	0.540138847	0.323182663	FALSE	FALSE
SENP5	HGNC:28407	0.99978	0.191	0.973412971	NA	3.656470284	0.356979688	0.15045673	FALSE	FALSE
SENP6	HGNC:20944	0.99998	0.215	0.931031586	NA	1.248990097	0.373630956	0.164660079	FALSE	FALSE
AHR	HGNC:348	0.99999	0.154	0.968375603	NA	1.439779325	NA	0.142986794	FALSE	FALSE
CSNK2A1	HGNC:2457	0.98711	0.297	0.99001419	2	2.788061042	NA	0.133273418	FALSE	FALSE
TFR2	HGNC:11762	NA	NA	0.383799114	30	3.355735087	0.36039539	0.746682894	FALSE	TRUE
MYO15A	HGNC:7594	NA	NA	0.222060425	30	3.14817072	NA	NA	TRUE	FALSE
GLB1	HGNC:4298	7.92E-10	0.86	0.609559455	30	2.749836637	0.370615937	0.900467101	TRUE	TRUE
TMEM94	HGNC:28983	2.75E-14	0.641	0.465730226	NA	NA	0.460995477	0.663073052	FALSE	TRUE
DAGLA	HGNC:1165	0.99999	0.171	0.69488368	NA	3.075746448	0.541583329	0.159324421	FALSE	FALSE
STK11	HGNC:11389	0.9934	0.245	0.579326061	3	6.184707873	0.574391807	0.09761423	TRUE	TRUE
AMD1	HGNC:457	0.98227	0.284	0.822099122	NA	1.770421985	0.59176345	0.105775292	FALSE	FALSE
ALPL	HGNC:438	0.0003636	0.693	0.669498756	NA	6.043288884	0.505177492	1.058301498	TRUE	FALSE
ADAMTS18	HGNC:17110	1.07E-29	0.928	0.088233246	30	2.853164736	0.397992413	0.798930404	FALSE	TRUE
STT3B	HGNC:30611	0.99896	0.251	0.993763398	NA	2.232937648	0.619812258	0.153077508	FALSE	FALSE
SLC5A6	HGNC:11041	0.0060821	0.53	0.506710138	NA	3.773498438	0.403183113	0.409293704	FALSE	TRUE
RAB10	HGNC:9759	0.97213	0.271	0.925942368	NA	2.268521693	0.671235888	0	FALSE	FALSE
TNPO1	HGNC:6401	1	0.056	0.989051964	NA	2.811154388	0.653794278	0	FALSE	FALSE
LTBP2	HGNC:6715	0.00074122	0.383	0.877893294	NA	3.818339005	0.338939445	0.435796148	FALSE	TRUE
SETBP1	HGNC:15573	NA	NA	0.998759822	3	2.715426575	NA	NA	TRUE	TRUE
ARL6IP1	HGNC:697	0.022339	0.777	0.651924216	30	-0.050564565	0.467017784	1.122656308	TRUE	FALSE
ETV6	HGNC:3495	0.9735	0.318	0.988827361	3	3.671044582	0.472900425	0.225881812	TRUE	FALSE
SCN3A	HGNC:10590	1	0.174	0.894747584	NA	2.021104982	NA	0.114668829	FALSE	FALSE
INPP5A	HGNC:6076	0.98121	0.308	0.98812514	NA	6.634772242	0.543426345	0.180663929	FALSE	FALSE
FEZF2	HGNC:13506	0.9886	0.222	0.972584426	NA	4.933793909	0.568818364	0.198549747	FALSE	FALSE
HACD1	HGNC:9639	1.29E-09	1.702	0.263181045	NA	NA	0.408591878	1.764018543	FALSE	TRUE
UCHL1	HGNC:12513	0.99095	0.212	0.823948566	NA	1.901218665	0.516539974	0.075414033	FALSE	FALSE
C2CD3	HGNC:24564	NA	NA	0.478671705	NA	1.47606615	0.279468193	0.6701581	TRUE	TRUE
RPS3A	HGNC:10421	0.97002	0.276	0.979675975	NA	NA	0.833028333	0.146702772	FALSE	FALSE
PIGH	HGNC:8964	0.2307	0.867	0.520091186	NA	3.442903569	0.432263555	1.339973856	FALSE	TRUE
FGF14	HGNC:3671	NA	NA	0.967030826	NA	3.527267167	0.584042485	0.337084427	TRUE	TRUE
HEXB	HGNC:4879	3.49E-10	0.916	0.120716532	30	1.894451612	0.375560201	1.481982809	TRUE	TRUE
MSI2	HGNC:18585	0.99478	0.237	0.978941136	NA	3.539386449	0.651767478	0.09631662	FALSE	FALSE
PPP1R12A	HGNC:7618	1	0.13	0.976458624	NA	2.894180015	0.487526656	0.06829418	FALSE	TRUE
SETX	HGNC:445	0.95483	0.296	0.968491034	NA	4.118861663	0.323368876	0.40360403	TRUE	FALSE
NAA35	HGNC:24340	1	0.136	0.966778255	NA	1.406654238	0.574461075	0.08650142	FALSE	FALSE
RIMS1	HGNC:17282	0.9902	0.285	0.848323222	1	1.095813041	0.484273861	0.240888862	FALSE	FALSE
ANAPC2	HGNC:19989	0.99993	0.175	0.853267258	NA	3.286597195	0.440927244	0.113693369	FALSE	FALSE
ACTR1A	HGNC:167	0.96621	0.327	0.8866238	NA	NA	0.681398617	0.185190879	FALSE	FALSE
BPTF	HGNC:3581	1	0.099	0.998653043	3	2.062681506	0.444312984	0.050001789	TRUE	TRUE
CASKIN1	HGNC:20879	1	0.164	0.715770739	NA	4.099909384	0.424906549	0.132300813	FALSE	FALSE
MACO1	HGNC:25572	0.99757	0.259	0.980710156	NA	NA	0.561786944	0.151927375	FALSE	FALSE
LDLR	HGNC:6547	9.84E-24	1.128	0.266627087	3	3.017352938	0.4108111	1.084765675	TRUE	TRUE
F9	HGNC:3551	0.99776	0.167	NA	3	NA	0.359995772	NA	FALSE	FALSE
SMO	HGNC:11119	4.28E-07	0.684	0.678566709	NA	4.91666033	0.502976992	0.665584899	FALSE	TRUE
SCN2A	HGNC:10588	NA	NA	0.964925381	3	1.476501797	NA	0.038232786	TRUE	TRUE
ARHGAP44	HGNC:29096	0.99988	0.22	0.925010082	NA	2.729614852	0.497061344	0.271225259	FALSE	FALSE
MKRN1	HGNC:7112	0.99421	0.261	0.950864628	NA	2.429669558	0.539996358	0.2214534	FALSE	FALSE
HDAC7	HGNC:14067	0.99969	0.239	0.843208751	NA	2.711552536	0.375582077	0.121403346	FALSE	FALSE
IQGAP1	HGNC:6110	0.99754	0.275	0.978557095	NA	1.457615501	0.512013339	0.193352911	FALSE	FALSE
ALDH18A1	HGNC:9722	0.00081212	0.519	0.560332835	NA	2.83201611	0.521844742	0.337093178	TRUE	TRUE
FASN	HGNC:3594	1	0.155	0.951883533	NA	5.363572881	0.39270414	0.111345286	FALSE	FALSE
TSPAN12	HGNC:21641	0.69473	0.457	0.874247595	NA	2.283990086	0.49843396	0.609177856	TRUE	TRUE
TMEM231	HGNC:37234	NA	NA	0.346650535	30	-0.265431122	0.370924836	1.198576883	FALSE	TRUE
SRSF3	HGNC:10785	0.96323	0.291	0.891020772	NA	1.412640259	NA	0.075178884	FALSE	FALSE
EIF4B	HGNC:3285	0.99999	0.123	0.953621689	NA	1.194191281	0.582454982	0.105685107	FALSE	FALSE
TAF5	HGNC:11539	0.99973	0.211	0.816089186	NA	1.86130779	0.534872495	0.182804986	FALSE	FALSE
ITGB8	HGNC:6163	0.99767	0.264	0.976602171	NA	2.219106436	0.372764925	0.135075019	FALSE	FALSE
TRIM33	HGNC:16290	1	0.086	0.976539421	NA	2.664111396	0.560409951	0.076101602	FALSE	FALSE
CUL4A	HGNC:2554	0.99999	0.124	0.994805277	NA	3.718496743	0.591814699	0.042304624	FALSE	FALSE
TUFM	HGNC:12420	0.004184	0.739	0.174619123	30	1.884662064	NA	0.699054844	TRUE	FALSE
RPS24	HGNC:10411	NA	NA	0.853841186	3	NA	NA	0	FALSE	FALSE
TRPM1	HGNC:7146	NA	NA	0.159810408	30	3.351549807	0.456741169	1.247599402	TRUE	TRUE
CEP63	HGNC:25815	NA	NA	0.28759249	NA	1.057795242	0.253112504	NA	FALSE	TRUE
SLC2A1	HGNC:11005	0.9941	0.241	0.90985486	3	4.241362875	0.550724472	0.079999852	TRUE	TRUE
ATXN1L	HGNC:33279	0.97897	0.305	0.713138583	NA	1.074690686	0.325200496	0.166815548	FALSE	FALSE
SUMF1	HGNC:20376	2.28E-08	1.07	0.91285681	30	0.498403794	0.443192533	1.17129066	FALSE	TRUE
BRSK2	HGNC:11405	NA	NA	0.798962312	NA	1.903675299	0.616781241	0.316268728	FALSE	TRUE
PSMD6	HGNC:9564	0.99518	0.235	0.897944681	NA	0.59109615	0.634673876	0.257609603	FALSE	FALSE
EVC2	HGNC:19747	1.02E-34	1.064	0.582351162	30	6.500094164	0.243871007	1.099947118	TRUE	TRUE
MAP1B	HGNC:6836	1	0.133	0.987975104	NA	3.590052828	0.394839576	0.050883828	FALSE	FALSE
ANGPT1	HGNC:484	0.95208	0.337	0.582607829	NA	1.57324136	0.442190687	0.200301203	FALSE	FALSE
CNKSR2	HGNC:19701	0.99996	0.185	NA	3	NA	0.526977931	NA	TRUE	TRUE
PIK3CD	HGNC:8977	0.99999	0.196	0.962299722	NA	2.957909355	0.44275345	0.236132583	FALSE	FALSE
MFN2	HGNC:16877	0.99415	0.282	0.576098746	0	3.365848847	0.504086494	0.368233423	FALSE	FALSE
USP7	HGNC:12630	1	0.061	0.995585599	NA	0.434756152	0.665754199	0.021667899	TRUE	TRUE
CHD5	HGNC:16816	1	0.157	0.989275838	1	8.484611381	0.600602876	0.153440941	FALSE	FALSE
NOL6	HGNC:19910	1	0.182	0.690015717	NA	2.1309625	0.329439837	0.154423981	FALSE	FALSE
SLC24A4	HGNC:10978	2.20E-11	0.87	0.448849752	NA	4.050650425	0.510282625	0.671710215	FALSE	TRUE
PROM1	HGNC:9454	NA	NA	0.542021682	NA	2.937409607	0.309397781	1.02949461	TRUE	TRUE
NONO	HGNC:7871	0.9935	0.244	NA	NA	NA	0.682892539	NA	TRUE	TRUE
FANCG	HGNC:3588	2.49E-14	1.091	0.208038379	30	1.294361366	0.260941263	1.221780182	TRUE	TRUE
HNRNPR	HGNC:5047	NA	NA	0.991355269	NA	3.448604491	0.655358157	0.097211706	TRUE	TRUE
UBE2Q1	HGNC:15698	0.99919	0.19	0.61030286	NA	2.709820773	0.639792301	0.039911542	FALSE	FALSE
FBXL3	HGNC:13599	0.9807	0.288	0.97360088	NA	0.730951157	0.569181926	0.291593753	FALSE	FALSE
PCARE	HGNC:34383	3.01E-18	1.106	0.326790479	30	NA	0.18186981	1.418309491	FALSE	TRUE
NXN	HGNC:18008	0.99725	0.218	0.996014212	NA	6.942280976	0.506062377	0.130267909	FALSE	FALSE
BAZ2B	HGNC:963	0.98162	0.288	0.943658802	NA	3.526340301	0.428574903	0.226836941	FALSE	FALSE
RPL3	HGNC:10332	0.99441	0.239	0.946291655	NA	NA	0.763000146	0.043288243	FALSE	FALSE
RALGAPB	HGNC:29221	1	0.106	0.908527208	1	2.007099851	0.495131744	0.070038072	FALSE	FALSE
TSKS	HGNC:30719	0.99652	0.259	0.61957165	NA	3.232887959	0.329699028	0.421546849	FALSE	FALSE
XRCC4	HGNC:12831	NA	NA	0.252417835	NA	0.012788335	0.268059261	1.27454233	TRUE	TRUE
NSUN2	HGNC:25994	0.00025826	0.531	0.963682598	NA	3.893447542	0.463327467	0.803420861	TRUE	FALSE
KCNJ4	HGNC:6265	0.9649	0.287	0.828064536	NA	3.139188632	0.617137542	0	FALSE	FALSE
KLHDC3	HGNC:20704	0.99908	0.148	0.667866075	NA	1.254282454	0.610901882	0.082071375	FALSE	FALSE
SMARCC1	HGNC:11104	1	0.116	0.9801421	NA	1.989667508	0.558586183	0.137867074	FALSE	FALSE
CIT	HGNC:1985	0.9997	0.261	0.943580072	NA	3.834224548	0.528537445	0.233949865	FALSE	FALSE
GPX4	HGNC:4556	4.79E-05	1.278	0.312896513	30	4.36085269	NA	1.908139771	FALSE	TRUE
FAM20C	HGNC:22140	NA	NA	0.950466263	30	3.852622746	0.474244211	NA	FALSE	TRUE
PGAP3	HGNC:23719	0.00194	0.833	0.109005039	30	3.135640028	0.455436955	0.694776942	FALSE	TRUE
REST	HGNC:9966	0.99186	0.286	0.821665392	NA	3.329044312	NA	0.242889413	FALSE	TRUE
MPV17	HGNC:7224	9.66E-11	1.792	0.162549133	NA	2.086272372	0.504637821	1.890373295	TRUE	TRUE
SUZ12	HGNC:17101	0.99998	0.134	0.933400173	0	2.758090211	0.607521766	0.163591749	TRUE	TRUE
PABPC1	HGNC:8554	0.99601	0.27	0.988153787	NA	4.907537478	0.741555975	0.142851041	FALSE	FALSE
GLI2	HGNC:4318	NA	NA	0.931103768	3	4.053044174	0.319857829	0.320909553	TRUE	TRUE
OGDHL	HGNC:25590	9.69E-10	0.686	0.13614795	NA	NA	0.541939054	0.686396361	FALSE	TRUE
DIP2C	HGNC:29150	1	0.149	0.998596795	NA	3.112468943	0.596639784	0.123658381	FALSE	FALSE
ABTB3	HGNC:23844	0.99993	0.204	0.935228056	NA	2.053884516	0.552281821	0.223667796	FALSE	FALSE
SHANK2	HGNC:14295	NA	NA	0.522404761	3	3.649484229	NA	NA	FALSE	TRUE
PKD1L1	HGNC:18053	1.09E-40	0.732	0.15488593	NA	0.709009066	0.231149517	0.827600258	FALSE	TRUE
MYF5	HGNC:7565	0.00022918	1.226	0.519609565	NA	1.466770177	0.393463728	1.167597618	FALSE	TRUE
SPG21	HGNC:20373	0.00066076	0.834	0.325142565	30	1.206872729	0.537486228	0.864301216	TRUE	FALSE
AGXT	HGNC:341	1.23E-07	1.028	0.858018522	30	5.010751866	0.372574223	1.054868747	FALSE	TRUE
TCF7L2	HGNC:11641	NA	NA	0.994325249	1	3.604674033	0.600600821	0.226524707	FALSE	TRUE
MED27	HGNC:2377	1.77E-05	1.016	0.68219406	NA	3.363523825	0.643618721	0.989384682	FALSE	TRUE
ATOH7	HGNC:13907	0.050896	1.661	0.200258418	NA	2.087741993	0.419575056	NA	FALSE	TRUE
PIGS	HGNC:14937	1.81E-05	0.769	0.171859368	NA	NA	0.396493127	0.903655258	FALSE	TRUE
USP42	HGNC:20068	1	0.133	0.869924339	NA	-0.94017518	NA	0.210827814	FALSE	FALSE
BSCL2	HGNC:15832	NA	NA	0.10615443	NA	1.16379832	0.374368298	1.136260701	FALSE	TRUE
FA2H	HGNC:21197	0.14678	0.556	0.661183917	30	2.286930732	0.391776951	0.305347966	TRUE	TRUE
AASS	HGNC:17366	NA	NA	0.407937703	30	2.350754633	0.39365379	0.795383895	TRUE	TRUE
GUSB	HGNC:4696	4.04E-08	0.754	0.314797273	30	1.753523445	0.459999804	0.787643129	FALSE	TRUE
ZZZ3	HGNC:24523	0.99998	0.177	0.954479093	NA	NA	0.367626108	0.095168998	FALSE	FALSE
COG7	HGNC:18622	2.59E-07	0.661	0.505865874	30	2.940824252	0.416755286	0.591746592	FALSE	TRUE
PUS3	HGNC:25461	1.40E-08	1.115	0.489338497	NA	2.692652759	0.371343975	0.989039614	FALSE	TRUE
LRRC1	HGNC:14307	0.93181	0.344	0.799132016	NA	1.871403001	0.511461316	0.284555772	FALSE	FALSE
PCYT2	HGNC:8756	NA	NA	0.394565434	NA	5.662435581	0.534318886	0.631294346	FALSE	TRUE
PIGK	HGNC:8965	0.0001381	0.774	0.099013957	NA	1.8751564	0.521087384	0.654146651	FALSE	TRUE
DNAJC21	HGNC:27030	NA	NA	0.286999363	1	0.20982913	NA	NA	TRUE	FALSE
RXYLT1	HGNC:13530	1.07E-06	0.928	0.271988703	NA	NA	0.356032991	1.119851034	FALSE	TRUE
SFPQ	HGNC:10774	0.99992	0.152	0.981074478	NA	2.930730855	0.567808571	0.058136773	FALSE	FALSE
KCNV1	HGNC:18861	0.97796	0.295	0.690199408	NA	1.520565931	0.470643698	0.089376169	FALSE	FALSE
MT-TP	HGNC:7494	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE
KHDRBS1	HGNC:18116	0.99423	0.24	0.954065038	NA	3.103737612	0.524326783	0.18602159	FALSE	FALSE
ZNF483	HGNC:23384	0.96736	0.324	0.762373143	NA	2.856657298	0.466941692	0.232542796	FALSE	FALSE
NAA15	HGNC:30782	0.99578	0.28	0.966499016	3	2.387875477	0.546862779	0.166053972	TRUE	TRUE
TGFBR1	HGNC:11772	0.85379	0.383	0.917525404	2	2.315393607	0.62008028	0.191615106	FALSE	TRUE
USP34	HGNC:20066	1	0.091	0.998169636	NA	0.558845758	0.597383054	0.042685532	FALSE	FALSE
SLC27A4	HGNC:10998	4.49E-05	0.702	0.250665539	NA	0.254392644	0.500029353	0.758723633	FALSE	TRUE
BBS5	HGNC:970	4.84E-06	0.89	0.103123559	30	2.528036678	0.512246045	1.066949404	TRUE	TRUE
FIBP	HGNC:3705	NA	NA	0.133205089	NA	3.673533079	0.532754085	1.062017418	FALSE	TRUE
MRTFA	HGNC:14334	0.99768	0.259	0.847088074	NA	NA	0.359158473	0.185614158	FALSE	FALSE
DNAJC7	HGNC:12392	0.99007	0.291	0.80381379	NA	1.42874648	0.537394312	0.170597522	FALSE	FALSE
YARS2	HGNC:24249	3.00E-11	1.264	0.273446589	NA	2.296771326	0.414981362	1.258236658	FALSE	TRUE
PKD1	HGNC:9008	1	0.179	0.36957384	3	2.041976981	0.315806816	0.156816217	TRUE	FALSE
STS	HGNC:11425	NA	NA	NA	3	NA	0.394911162	NA	FALSE	TRUE
DDC	HGNC:2719	3.75E-08	0.915	0.422629156	NA	1.342892052	0.494707077	0.8744458	TRUE	TRUE
